beacon;city;faaId;iata;rwy_num;mag_dec;wmoId;site;runways;name;lat;lid;country;icao;priority;passengers;rwy_len;lon;type;source;state;tz;use;subd;prior;ind;city_icao;country_code;traffic;information;elevation_aerodrome;TOWER_COMMUNICATION;AERODROME_SERVICES;AERODROME_CTR;freqs.RADIO;freqs.ATIS;freqs.DELIVERY/GROUND;freqs.TOWER;freqs.APPROACH;freqs.SAR;freqs.TELEPHONE;freqs.FIC_NAME;freqs.FIC_FREQUENCY;freqs.FIC_NAME_2;freqs.FIC_FREQUENCY_2;url.aviationweather.airport;url.wikipedia;url.website;url.geo;url.wikipedia.aerodrome.image;url.custom_url
;Lusse;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.1411094666, 12.6647224426], 'elevation': 217.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Lusse Airport;52.1411094666;;Germany;EDOJ;;;;12.6647224426;;;;Europe/Berlin;public;Brandenburg;;;Lusse (EDOJ);DE;;;217.0;False;False;False;;;;;;;;;;;;;;;;;
;Rudolstadt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.7327766418, 11.2361106873], 'elevation': 1535.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Rudolstadt-Groschwitz Airport;50.7327766418;;Germany;EDOK;;;;11.2361106873;;;;Europe/Berlin;public;Thuringia;;;Rudolstadt (EDOK);DE;;;1535.0;False;False;False;;;;;;;;;;;;;;;;;
;Oschersleben;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.0380554199, 11.2055559158], 'elevation': 345.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oschersleben Airport;52.0380554199;;Germany;EDOL;;;;11.2055559158;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Oschersleben (EDOL);DE;;;345.0;False;False;False;;;;;;;;;;;;;;;;;
;Calbe;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.9474983215, 11.7697219849], 'elevation': 171.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Klein Muhlingen Airport;51.9474983215;;Germany;EDOM;;;;11.7697219849;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Calbe (EDOM);DE;;;171.0;False;False;False;;;;;;;;;;;;;;;;;
;Neuhardenberg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.6130561829, 14.2427778244], 'elevation': 39.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Neuhardenberg Airport;52.6130561829;;Germany;EDON;;;;14.2427778244;;;;Europe/Berlin;public;Brandenburg;;;Neuhardenberg (EDON);DE;;;39.0;False;False;False;;;;;;;;;;;;;;;;;
;Schwerin Parchim;;SZW;;;;Parchim Arpt;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.4269981384, 11.7833995819], 'elevation': 166.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schwerin Parchim Airport;53.4269981384;;Germany;EDOP;3;;;11.7833995819;;;BW;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Schwerin Parchim (EDOP);DE;;;166.0;False;False;False;;;;;;;;;;;;;;;;;
;Oschatz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2966651917, 13.078332901], 'elevation': 502.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oschatz Airport;51.2966651917;;Germany;EDOQ;;;;13.078332901;;;;Europe/Berlin;public;Saxony;;;Oschatz (EDOQ);DE;;;502.0;False;False;False;;;;;;;;;;;;;;;;;
;Rhinow;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.7408332825, 12.3900003433], 'elevation': 138.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Stolln-Rhinow Airport;52.7408332825;;Germany;EDOR;;;;12.3900003433;;;;Europe/Berlin;;Brandenburg;;;Rhinow (EDOR);DE;;;138.0;False;False;False;;;;;;;;;;;;;;;;;
;Pennewitz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.6694450378, 11.0505561829], 'elevation': 1506.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Pennewitz Airport;50.6694450378;;Germany;EDOS;;;;11.0505561829;;;;Europe/Berlin;public;Thuringia;;;Pennewitz (EDOS);DE;;;1506.0;False;False;False;;;;;;;;;;;;;;;;;
;Greiz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.644443512, 12.1763887405], 'elevation': 1266.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Greiz-Obergrochlitz Airport;50.644443512;;Germany;EDOT;;;;12.1763887405;;;;Europe/Berlin;public;Thuringia;;;Greiz (EDOT);DE;;;1266.0;False;False;False;;;;;;;;;;;;;;;;;
;Weimar;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.9647216797, 11.4002780914], 'elevation': 984.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Weimar-Umpferstedt Airport;50.9647216797;;Germany;EDOU;;;;11.4002780914;;;;Europe/Berlin;public;Thuringia;;;Weimar (EDOU);DE;;;984.0;False;False;False;;;;;;;;;;;;;;;;;
;Stendal;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.6288871765, 11.818611145], 'elevation': 184.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Stendal-Borstel Airport;52.6288871765;;Germany;EDOV;;;;11.818611145;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Stendal (EDOV);DE;;;184.0;False;False;False;;;;;;;;;;;;;;;;;
;Waren;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.5683326721, 12.6527776718], 'elevation': 282.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Waren-Vielist Airport;53.5683326721;;Germany;EDOW;;;;12.6527776718;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Waren (EDOW);DE;;;282.0;False;False;False;;;;;;;;;;;;;;;;;
;Sandersdorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.594165802, 12.2372217178], 'elevation': 308.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Renneritz Airport;51.594165802;;Germany;EDOX;;;;12.2372217178;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Sandersdorf (EDOX);DE;;;308.0;False;False;False;;;;;;;;;;;;;;;;;
;Schonebeck;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.9966659546, 11.7908334732], 'elevation': 167.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schonebeck-Zackmunde Airport;51.9966659546;;Germany;EDOZ;;;;11.7908334732;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Schonebeck (EDOZ);DE;;;167.0;False;False;False;;;;;;;;;;;;;;;;;
;Aalen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.7777786255, 10.2647218704], 'elevation': 1916.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Aalen-Heidenheim/Elchingen Airport;48.7777786255;;Germany;EDPA;;;;10.2647218704;;;;Europe/Berlin;public;Baden-Württemberg;;;Aalen (EDPA);DE;;;1916.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Ditzenbach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.5627784729, 9.7288894653], 'elevation': 2362.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Ditzenbach Airport;48.5627784729;;Germany;EDPB;;;;9.7288894653;;;;Europe/Berlin;public;Baden-Württemberg;;;Bad Ditzenbach (EDPB);DE;;;2362.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Endorf Joll;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [47.9268989563, 12.2871999741], 'elevation': 1690.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Endorf Joll Airport;47.9268989563;;Germany;EDPC;;;;12.2871999741;;;;Europe/Berlin;public;Bayern;;;Bad Endorf Joll (EDPC);DE;;;1690.0;False;False;False;;;;;;;;;;;;;;;;;
;Dingolfing;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6569442749, 12.5005559921], 'elevation': 1165.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Dingolfing Airport;48.6569442749;;Germany;EDPD;;;;12.5005559921;;;;Europe/Berlin;public;Bayern;;;Dingolfing (EDPD);DE;;;1165.0;False;False;False;;;;;;;;;;;;;;;;;
;Eichstatt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.8769454956, 11.1822223663], 'elevation': 1713.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Eichstatt Airport;48.8769454956;;Germany;EDPE;;;;11.1822223663;;;;Europe/Berlin;public;Bayern;;;Eichstatt (EDPE);DE;;;1713.0;False;False;False;;;;;;;;;;;;;;;;;
;Schwandorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.3397216797, 12.1880559921], 'elevation': 1270.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schwandorf Airport;49.3397216797;;Germany;EDPF;;;;12.1880559921;;;;Europe/Berlin;public;Bayern;;;Schwandorf (EDPF);DE;;;1270.0;False;False;False;;;;;;;;;;;;;;;;;
;Pfatter;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.9538879395, 12.4213886261], 'elevation': 1060.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Griesau Airport;48.9538879395;;Germany;EDPG;;;;12.4213886261;;;;Europe/Berlin;public;Bayern;;;Pfatter (EDPG);DE;;;1060.0;False;False;False;;;;;;;;;;;;;;;;;
;Schwabach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.268611908, 11.009721756], 'elevation': 1181.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schwabach-Heidenberg Airport;49.268611908;;Germany;EDPH;;;;11.009721756;;;;Europe/Berlin;military;Bayern;;;Schwabach (EDPH);DE;;;1181.0;False;False;False;;;;;;;;;;;;;;;;;
;Laichingen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.4969444275, 9.6402778625], 'elevation': 2434.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Laichingen Airport;48.4969444275;;Germany;EDPJ;;;;9.6402778625;;;;Europe/Berlin;public;Baden-Württemberg;;;Laichingen (EDPJ);DE;;;2434.0;False;False;False;;;;;;;;;;;;;;;;;
;Seebruck;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.0477790833, 12.5005559921], 'elevation': 1946.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schonberg Airport;48.0477790833;;Germany;EDPK;;;;12.5005559921;;;;Europe/Berlin;;Bayern;;;Seebruck (EDPK);DE;;;1946.0;False;False;False;;;;;;;;;;;;;;;;;
;Donzdorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6780548096, 9.8436107635], 'elevation': 2274.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Donzdorf Airport;48.6780548096;;Germany;EDPM;;;;9.8436107635;;;;Europe/Berlin;public;Baden-Württemberg;;;Donzdorf (EDPM);DE;;;2274.0;False;False;False;;;;;;;;;;;;;;;;;
;Neumarkt in der Oberpfalz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.2855567932, 11.4430561066], 'elevation': 1394.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Neumarkt/Obf. Airport;49.2855567932;;Germany;EDPO;;;;11.4430561066;;;;Europe/Berlin;public;Bayern;;;Neumarkt in der Oberpfalz (EDPO);DE;;;1394.0;False;False;False;;;;;;;;;;;;;;;;;
;Schmidgaden;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.4294433594, 12.0980558395], 'elevation': 1247.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schmidgaden Airport;49.4294433594;;Germany;EDPQ;;;;12.0980558395;;;;Europe/Berlin;public;Bayern;;;Schmidgaden (EDPQ);DE;;;1247.0;False;False;False;;;;;;;;;;;;;;;;;
;Waldkirchen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6827774048, 13.6947221756], 'elevation': 2674.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Sonnen Airport;48.6827774048;;Germany;EDPS;;;;13.6947221756;;;;Europe/Berlin;private;Bayern;;;Waldkirchen (EDPS);DE;;;2674.0;False;False;False;;;;;;;;;;;;;;;;;
;Gerstetten;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.6202774048, 10.0583333969], 'elevation': 1975.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Gerstetten Airport;48.6202774048;;Germany;EDPT;;;;10.0583333969;;;;Europe/Berlin;public;Baden-Württemberg;;;Gerstetten (EDPT);DE;;;1975.0;False;False;False;;;;;;;;;;;;;;;;;
;Bartholoma;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.7466659546, 10.0050001144], 'elevation': 984.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bartholoma-Amalienhof Airport;48.7466659546;;Germany;EDPU;;;;10.0050001144;;;;Europe/Berlin;public;Baden-Württemberg;;;Bartholoma (EDPU);DE;;;984.0;False;False;False;;;;;;;;;;;;;;;;;
;Thalmassing;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.0641670227, 11.2091665268], 'elevation': 1893.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Thalmassing-Waizenhofen Airport;49.0641670227;;Germany;EDPW;;;;11.2091665268;;;;Europe/Berlin;public;Bayern;;;Thalmassing (EDPW);DE;;;1893.0;False;False;False;;;;;;;;;;;;;;;;;
;Ellwangen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [48.9611091614, 10.2363891602], 'elevation': 1650.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ellwangen Airport;48.9611091614;;Germany;EDPY;;;;10.2363891602;;;;Europe/Berlin;public;Baden-Württemberg;;;Ellwangen (EDPY);DE;;;1650.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Windsheim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.5099983215, 10.3663892746], 'elevation': 1220.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bad Windsheim Airport;49.5099983215;;Germany;EDQB;;;;10.3663892746;;;;Europe/Berlin;public;Bayern;;;Bad Windsheim (EDQB);DE;;;1220.0;False;False;False;;;;;;;;;;;;;;;;;
;Coburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.2625007629, 10.9955558777], 'elevation': 1490.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Coburg-Brandensteinsebene Airport;50.2625007629;;Germany;EDQC;;;;10.9955558777;;;;Europe/Berlin;public;Bayern;;;Coburg (EDQC);DE;;;1490.0;False;False;False;;;;;;;;;;;;;;;;;
